,label,cleaned_text,tweet_length
11702,positive,you are the best airways follow me back please,46
11703,negative,its the rude and arrogant gate personnel uncalled for unprofessional theworst,77
11704,negative,wont waive fees for flight cancelled flightlation due to neptune to use credit fee couldnt reach destination notmyfault,119
11705,positive,thank you and thanks for being so accommodating,47
11706,positive,you are amazing you are the best follow me please,49
11707,negative,feeling helpless at tanpa airport how can i talk to someone flight delayed times need help missed connections will be prob,122
11708,negative,wont waive fee due to neptune cant use credit wo paying fee couldnt get to destination to use their tic waivethefee,115
11709,negative,no wonder you are the lowest rated airline in america shameful usairways,72
11710,negative,how are you even still in business i have been trying to call for hours this is pathetic,88
11711,positive,thanks,6
11712,negative,wow this airline is a joke absolutely horrendous customer service you guys should be ashamed,92
11713,negative,flight cancelled flighted because of neptune could not get to my destination notmyfault waivefee ripoff poorcustomerservice,123
11714,positive,you are the best airways follow me please,41
11715,negative,if you can waive a fee at time of cancelled flightation you can waive it at a future date usairways ripoff poorcustomerservice,126
11716,negative,flight sitting at jfk with delays for hrs no employees to load bags terrible,76
11717,negative,i have been rebooked but it has been handled very unprofessionally cancelled flightations happen but the disorganization is uncalled for,136
11718,neutral,conf number fmjtyl delayed any chance of getting an earlier flight fll to phx,77
11719,negative,i have now called times in the last three days thats unacceptable im willing to wait on hold but thats not an option,116
11720,positive,you are amazing you are the best follow me please and i follow you back,71
11721,negative,ive been on hold for over hours need to rebook a flight please help,67
11722,negative,it was and some of us had left coats in our luggage in anticipation of cramped overhead bins,92
11723,negative,im traveling around the world until the end of the year numbers do me no good,77
11724,negative,i dont know ive tried to call for confirmation but calls arent going thru can you let me know,93
11725,negative,can i get free wifi since the flight was cancelled flightled,60
11726,negative,was rebooked but sucked big time crappy layover customer service very subpar,76
